序号,等级原文,主等级,兼属等级,等级组,词语,拼音,词性,PDF页码
594,3,3,,初等,电梯,diàntī,名,94
595,3,3,,初等,电子书,diànzǐshū,名,94
596,3,3,,初等,丢,diū,动,94
597,3,3,,初等,东,dōng,名,94
598,3,3,,初等,东北,dōngběi,名,94
599,3,3,,初等,东方,dōngfāng,名,94
600,3,3,,初等,东南,dōngnán,名,94
601,3,3,,初等,冬天,dōngtiān,名,95
602,3,3,,初等,懂得,dǒngde,动,95
603,3,3,,初等,动物,dòngwù,名,95
604,3,3,,初等,动物园,dòngwùyuán,名,95
605,3,3,,初等,短,duǎn,形,95
606,3,3,,初等,短裤,duǎnkù,名,95
607,3,3,,初等,段,duàn,量,95
608,3,3,,初等,锻炼,duànliàn,动,95
609,3,3,,初等,对话,duìhuà,动,95
610,3,3,,初等,饿,è,形,95
611,3,3,,初等,而且,érqiě,连,95
612,3,3,,初等,耳朵,ěrduo,名,95
613,3,3,,初等,耳机,ěrjī,名,95
614,3,3,,初等,发,fā,动,95
615,3,3,,初等,发烧,fāshāo,动,95
616,3,3,,初等,发生,fāshēng,动,95
617,3,3,,初等,发现,fāxiàn,动,95
618,3,3,,初等,发展,fāzhǎn,动,95
619,3,3,,初等,方便,fāngbiàn,形,95
620,3,3,,初等,方便面,fāngbiànmiàn,名,95
621,3,3,,初等,方法,fāngfǎ,名,95
622,3,3,,初等,方向,fāngxiàng,名,95
623,3,3,,初等,房子,fángzi,名,95
624,3,3,,初等,放,fàng,动,95
625,3,3,,初等,放假,fàngjià,动,95
626,3,3,,初等,放心,fàngxīn,动,95
627,3,3,,初等,放学,fàngxué,动,95
628,3,3,,初等,分开,fēnkāi,动,95
629,3,3,,初等,风,fēng,名,95
630,3（6）,3,6,初等,封,fēng,量、（动）,95
631,3,3,,初等,夫妻,fūqī,名,95
632,3,3,,初等,服务,fúwù,动,95
633,3,3,,初等,附近,fùjìn,名,95
634,3,3,,初等,复习,fùxí,动,95
635,3,3,,初等,该1,gāi,动,95
636,3,3,,初等,干净,gānjìng,形,95
637,3,3,,初等,感兴趣,gǎn xìngqù,,95
638,3,3,,初等,感到,gǎndào,动,95
639,3,3,,初等,感冒,gǎnmào,名、动,95
640,3,3,,初等,干,gàn,动,95
641,3,3,,初等,刚,gāng,副,96
642,3,3,,初等,刚才,gāngcái,名,96
643,3,3,,初等,刚刚,gānggāng,副,96
644,3,3,,初等,高铁,gāotiě,名,96
645,3（5）,3,5,初等,根据,gēnjù,动、介、（名）,96
646,3,3,,初等,更,gèng,副,96
647,3,3,,初等,公斤,gōngjīn,量,96
648,3,3,,初等,公园,gōngyuán,名,96
649,3,3,,初等,工作日,gōngzuòrì,名,96
650,3,3,,初等,故事,gùshi,名,96
651,3,3,,初等,刮,guā,动,96
652,3（5）,3,5,初等,关,guān,动、（名）,96
653,3,3,,初等,关机,guānjī,动,96
654,3（4）,3,4,初等,关系,guānxì,名、（动）,96
655,3,3,,初等,关心,guānxīn,动,96
656,3,3,,初等,关于,guānyú,介,96
657,3,3,,初等,关注,guānzhù,动,96
658,3,3,,初等,国家,guójiā,名,96
659,3,3,,初等,过节,guòjié,动,96
660,3,3,,初等,过去2,guòqù,名,96
661,3,3,,初等,海,hǎi,名,96
662,3,3,,初等,害怕,hàipà,动,96
663,3,3,,初等,好多,hǎoduō,数,96
664,3,3,,初等,好久,hǎojiǔ,形,96
665,3,3,,初等,好像,hǎoxiàng,动、副,96
666,3,3,,初等,号码,hàomǎ,名,96
667,3,3,,初等,河,hé,名,96
668,3,3,,初等,合适,héshì,形,96
669,3,3,,初等,黑板,hēibǎn,名,96
670,3,3,,初等,红绿灯,hóng-lǜdēng,名,96
671,3,3,,初等,后来,hòulái,名,96
672,3,3,,初等,后年,hòunián,名,96
673,3,3,,初等,后天,hòutiān,名,96
674,3,3,,初等,护照,hùzhào,名,96
675,3,3,,初等,花园,huāyuán,名,96
676,3,3,,初等,画家,huàjiā,名,96
677,3,3,,初等,欢迎,huānyíng,动,96
678,3,3,,初等,还,huán,动,96
679,3,3,,初等,环境,huánjìng,名,96
680,3,3,,初等,换,huàn,动,96
681,3,3,,初等,黄色,huángsè,名,97
682,3,3,,初等,回答,huídá,动,97
683,3,3,,初等,会2,huì,名,97
684,3,3,,初等,会议,huìyì,名,97
685,3（6）,3,6,初等,或,huò,连、（副）,97
686,3,3,,初等,或者,huòzhě,连,97
687,3,3,,初等,鸡,jī,名,97
688,3,3,,初等,几乎,jīhū,副,97
689,3,3,,初等,机会,jīhuì,名,97
690,3,3,,初等,极,jí,副,97
691,3,3,,初等,急,jí,形、动,97
692,3,3,,初等,记,jì,动,97
693,3,3,,初等,季,jì,名,97
694,3,3,,初等,季节,jìjié,名,97
695,3,3,,初等,加,jiā,动,97
696,3,3,,初等,假期,jiàqī,名,97
697,3,3,,初等,坚持,jiānchí,动,97
698,3,3,,初等,检查,jiǎnchá,动,97
699,3,3,,初等,简单,jiǎndān,形,97
700,3,3,,初等,检票,jiǎnpiào,动,97
701,3,3,,初等,健康,jiànkāng,形,97
702,3,3,,初等,见面,jiànmiàn,动,97
703,3,3,,初等,讲,jiǎng,动,97
704,3,3,,初等,角,jiǎo,量,97
705,3,3,,初等,脚,jiǎo,名,97
706,3,3,,初等,接,jiē,动,97
707,3,3,,初等,街,jiē,名,97
708,3（4）,3,4,初等,节,jié,量、名、（动）,97
709,3,3,,初等,结婚,jiéhūn,动,97
710,3,3,,初等,节目,jiémù,名,97
711,3,3,,初等,节日,jiérì,名,97
712,3,3,,初等,结束,jiéshù,动,97
713,3,3,,初等,解决,jiějué,动,97
714,3,3,,初等,姐妹,jiěmèi,名,97
715,3,3,,初等,借,jiè,动,97
716,3,3,,初等,斤,jīn,量,97
717,3,3,,初等,经过,jīngguò,动、名,97
718,3,3,,初等,经理,jīnglǐ,名,97
719,3,3,,初等,久,jiǔ,形,97
720,3,3,,初等,酒,jiǔ,名,97
721,3,3,,初等,旧,jiù,形,98
722,3,3,,初等,句,jù,量,98
723,3,3,,初等,句子,jùzi,名,98
724,3,3,,初等,决定,juédìng,动、名,98
725,3,3,,初等,卡,kǎ,名,98
726,3,3,,初等,开花,kāihuā,动,98
727,3,3,,初等,开会,kāihuì,动,98
728,3,3,,初等,开机,kāijī,动,98
729,3,3,,初等,开心,kāixīn,形,98
730,3,3,,初等,看来,kànlái,动,98
731,3（5）,3,5,初等,可,kě,连、（副）,98
732,3,3,,初等,渴,kě,形,98
733,3,3,,初等,可爱,kě’ài,形,98
734,3,3,,初等,可是,kěshì,连,98
735,3（5）,3,5,初等,刻,kè,量、（动）,98
736,3,3,,初等,课本,kèběn,名,98
737,3,3,,初等,客人,kèrén,名,98
738,3,3,,初等,课文,kèwén,名,98
739,3,3,,初等,空调,kōngtiáo,名,98
740,3,3,,初等,哭,kū,动,98
741,3,3,,初等,筷子,kuàizi,名,98
742,3,3,,初等,矿泉水,kuàngquánshuǐ,名,98
743,3,3,,初等,来自,láizì,动,98
744,3,3,,初等,蓝,lán,形,98
745,3（4）,3,4,初等,老,lǎo,形、前缀、（副）,98
746,3,3,,初等,老人,lǎorén,名,98
747,3,3,,初等,离开,líkāi,动,98
748,3,3,,初等,礼物,lǐwù,名,98
749,3,3,,初等,历史,lìshǐ,名,98
750,3,3,,初等,脸,liǎn,名,98
751,3,3,,初等,练,liàn,动,98
752,3,3,,初等,练习,liànxí,动、名,98
753,3,3,,初等,凉快,liángkuai,形,98
754,3,3,,初等,辆,liàng,量,98
755,3,3,,初等,聊,liáo,动,98
756,3,3,,初等,聊天儿,liáotiānr,动,98
757,3,3,,初等,了解,liǎojiě,动,98
758,3,3,,初等,邻居,línjū,名,98
759,3,3,,初等,留学,liúxué,动,98
760,3,3,,初等,留学生,liúxuéshēng,名,98
761,3,3,,初等,楼梯,lóutī,名,99
762,3,3,,初等,路边,lùbiān,名,99
763,3,3,,初等,路口,lùkǒu,名,99
764,3,3,,初等,马,mǎ,名,99
765,3,3,,初等,马路,mǎlù,名,99
766,3,3,,初等,马上,mǎshàng,副,99
767,3,3,,初等,满意,mǎnyì,动,99
768,3（5）,3,5,初等,毛,máo,量、（名）,99
769,3,3,,初等,米,mǐ,量,99
770,3,3,,初等,面前,miànqián,名,99
771,3,3,,初等,明白,míngbai,形、动,99
772,3,3,,初等,名单,míngdān,名,99
773,3,3,,初等,名人,míngrén,名,99
774,3,3,,初等,南,nán,名,99
775,3（6）,3,6,初等,难,nán,形、（动）,99
776,3,3,,初等,南方,nánfāng,名,99
777,3,3,,初等,难过,nánguò,形,99
778,3,3,,初等,难看,nánkàn,形,99
779,3,3,,初等,男人,nánrén,名,99
780,3,3,,初等,男生,nánshēng,名,99
781,3,3,,初等,难题,nántí,名,99
782,3,3,,初等,难听,nántīng,形,99
783,3,3,,初等,年级,niánjí,名,99
784,3,3,,初等,年轻,niánqīng,形,99
785,3（5）,3,5,初等,牛,niú,名、（形）,99
786,3,3,,初等,努力,nǔlì,动、形,99
787,3,3,,初等,女人,nǚrén,名,99
788,3,3,,初等,女生,nǚshēng,名,99
789,3,3,,初等,爬,pá,动,99
790,3（4）,3,4,初等,怕,pà,动、（副）,99
791,3,3,,初等,拍照,pāizhào,动,99
792,3,3,,初等,盘子,pánzi,名,99
793,3,3,,初等,胖,pàng,形,99
794,3,3,,初等,啤酒,píjiǔ,名,99
795,3,3,,初等,平时,píngshí,名,99
796,3,3,,初等,瓶子,píngzi,名,99
797,3,3,,初等,骑,qí,动,99
798,3,3,,初等,奇怪,qíguài,形,99
799,3,3,,初等,其实,qíshí,副,99
800,3,3,,初等,其他,qítā,代,99
801,3（5）,3,5,初等,起,qǐ,动、（量）,100
802,3,3,,初等,起飞,qǐfēi,动,100
803,3,3,,初等,汽车,qìchē,名,100
804,3,3,,初等,铅笔,qiānbǐ,名,100
805,3,3,,初等,前年,qiánnián,名,100
806,3,3,,初等,前天,qiántiān,名,100
807,3,3,,初等,清楚,qīngchu,形、动,100
808,3,3,,初等,请假,qǐngjià,动,100
809,3,3,,初等,请客,qǐngkè,动,100
810,3,3,,初等,秋天,qiūtiān,名,100
811,3,3,,初等,球场,qiúchǎng,名,100
812,3,3,,初等,裙子,qúnzi,名,100
813,3,3,,初等,然后,ránhòu,连,100
814,3,3,,初等,热情,rèqíng,形,100
815,3,3,,初等,认得,rènde,动,100
816,3,3,,初等,认为,rènwéi,动,100
817,3,3,,初等,认真,rènzhēn,形,100
818,3,3,,初等,容易,róngyì,形,100
819,3,3,,初等,如果,rúguǒ,连,100
820,3,3,,初等,伞,sǎn,名,100
821,3,3,,初等,扫,sǎo,动,100
822,3,3,,初等,沙发,shāfā,名,100
823,3,3,,初等,山,shān,名,100
824,3,3,,初等,上衣,shàngyī,名,100
825,3,3,,初等,勺子,sháozi,名,100
826,3,3,,初等,身边,shēnbiān,名,100
827,3,3,,初等,身高,shēngāo,名,100
828,3,3,,初等,声,shēng,名、量,100
829,3,3,,初等,生活,shēnghuó,名、动,100
830,3,3,,初等,生气,shēngqì,动,100
831,3,3,,初等,声音,shēngyīn,名,100
832,3,3,,初等,市,shì,名,100
833,3,3,,初等,试,shì,动,100
834,3,3,,初等,室,shì,名,100
835,3,3,,初等,世界,shìjiè,名,100
836,3,3,,初等,收,shōu,动,100
837,3,3,,初等,收到,shōudào,动,100
838,3,3,,初等,受,shòu,动,100
839,3,3,,初等,瘦,shòu,形,100
840,3,3,,初等,受到,shòudào,动,100
841,3,3,,初等,叔叔,shūshu,名,101
842,3,3,,初等,树,shù,名,101
843,3,3,,初等,数学,shùxué,名,101
844,3,3,,初等,刷,shuā,动,101
845,3,3,,初等,双,shuāng,量,101
846,3,3,,初等,水平,shuǐpíng,名,101
847,3,3,,初等,司机,sījī,名,101
848,3,3,,初等,四季,sìjì,名,101
849,3,3,,初等,太阳,tàiyáng,名,101
850,3,3,,初等,糖,táng,名,101
851,3,3,,初等,特别,tèbié,形、副,101
852,3,3,,初等,提高,tígāo,动,101
853,3,3,,初等,体育,tǐyù,名,101
854,3,3,,初等,体育馆,tǐyùguǎn,名,101
855,3,3,,初等,甜,tián,形,101
856,3,3,,初等,跳,tiào,动,101
857,3,3,,初等,听说,tīngshuō,动,101
858,3（7-9）,3,7-9,初等,挺,tǐng,副、（动）,101
859,3,3,,初等,同事,tóngshì,名,101
860,3,3,,初等,同意,tóngyì,动,101
861,3,3,,初等,头发,tóufa,名,101
862,3,3,,初等,突然,tūrán,形,101
863,3,3,,初等,图书馆,túshūguǎn,名,101
864,3,3,,初等,腿,tuǐ,名,101
865,3,3,,初等,外地,wàidì,名,101
866,3,3,,初等,外卖,wàimài,动、名,101
867,3,3,,初等,外语,wàiyǔ,名,101
868,3,3,,初等,完成,wánchéng,动,101
869,3,3,,初等,碗,wǎn,名,101
870,3,3,,初等,晚点,wǎndiǎn,动,101
871,3,3,,初等,晚会,wǎnhuì,名,101
872,3,3,,初等,网球,wǎngqiú,名,101
873,3,3,,初等,网站,wǎngzhàn,名,101
874,3,3,,初等,忘记,wàngjì,动,101
875,3,3,,初等,为,wèi,介,101
876,3,3,,初等,为了,wèile,介,101
877,3,3,,初等,卫生间,wèishēngjiān,名,101
878,3,3,,初等,文化,wénhuà,名,101
879,3,3,,初等,屋子,wūzi,名,101
880,3,3,,初等,西,xī,名,101
881,3,3,,初等,西北,xīběi,名,102
882,3,3,,初等,西方,xīfāng,名,102
883,3,3,,初等,西瓜,xīguā,名,102
884,3,3,,初等,西南,xīnán,名,102
885,3,3,,初等,习惯,xíguàn,动、名,102
886,3,3,,初等,喜爱,xǐ’ài,动,102
887,3,3,,初等,洗衣机,xǐyījī,名,102
888,3,3,,初等,洗澡,xǐzǎo,动,102
889,3,3,,初等,夏天,xiàtiān,名,102
890,3,3,,初等,先,xiān,副,102
891,3,3,,初等,香蕉,xiāngjiāo,名,102
892,3,3,,初等,相信,xiāngxìn,动,102
893,3,3,,初等,箱子,xiāngzi,名,102
894,3,3,,初等,向,xiàng,动、介,102
895,3（4）（7-9）,3,4|7-9,初等,像,xiàng,动、（副）、（名）,102
896,3,3,,初等,相机,xiàngjī,名,102
897,3,3,,初等,小区,xiǎoqū,名,102
898,3,3,,初等,小心,xiǎoxīn,动、形,102
899,3,3,,初等,校园,xiàoyuán,名,102
900,3,3,,初等,校长,xiàozhǎng,名,102
901,3,3,,初等,鞋,xié,名,102
902,3,3,,初等,心里,xīnlǐ,名,102
903,3,3,,初等,新年,xīnnián,名,102
904,3,3,,初等,新闻,xīnwén,名,102
905,3,3,,初等,新鲜,xīnxiān,形,102
906,3,3,,初等,信,xìn,动、名,102
907,3,3,,初等,信用卡,xìnyòngkǎ,名,102
908,3,3,,初等,行,xíng,动、形,102
909,3,3,,初等,行李,xíngli,名,102
910,3,3,,初等,兴趣,xìngqù,名,102
911,3,3,,初等,休假,xiūjià,动,102
912,3,3,,初等,需要,xūyào,动、名,102
913,3,3,,初等,选,xuǎn,动,102
914,3,3,,初等,选择,xuǎnzé,动,102
915,3,3,,初等,学期,xuéqī,名,102
916,3,3,,初等,牙,yá,名,102
917,3,3,,初等,牙刷,yáshuā,名,102
918,3,3,,初等,羊,yáng,名,102
919,3,3,,初等,养,yǎng,动,102
920,3,3,,初等,要求,yāoqiú,动、名,102
921,3,3,,初等,页,yè,量,103
922,3,3,,初等,一定,yídìng,形、副,103
923,3,3,,初等,一共,yígòng,副,103
924,3,3,,初等,一块儿,yíkuàir,名、副,103
925,3,3,,初等,一样,yíyàng,形,103
926,3,3,,初等,以后,yǐhòu,名,103
927,3,3,,初等,以前,yǐqián,名,103
928,3,3,,初等,以上,yǐshàng,名,103
929,3,3,,初等,以外,yǐwài,名,103
930,3,3,,初等,以为,yǐwéi,动,103
931,3,3,,初等,以下,yǐxià,名,103
932,3,3,,初等,一般,yìbān,形,103
933,3,3,,初等,一边,yìbiān,副,103
934,3,3,,初等,一直,yìzhí,副,103
935,3,3,,初等,音乐,yīnyuè,名,103
936,3,3,,初等,银行,yínháng,名,103
937,3,3,,初等,银行卡,yínhángkǎ,名,103
938,3,3,,初等,饮料,yǐnliào,名,103
939,3,3,,初等,应该,yīnggāi,动,103
940,3,3,,初等,影响,yǐngxiǎng,动、名,103
941,3,3,,初等,用,yòng,动,103
942,3,3,,初等,邮件,yóujiàn,名,103
943,3,3,,初等,游客,yóukè,名,103
944,3,3,,初等,游戏,yóuxì,名,103
945,3,3,,初等,邮箱,yóuxiāng,名,103
946,3,3,,初等,有关,yǒuguān,动、介,103
947,3,3,,初等,有名,yǒumíng,形,103
948,3,3,,初等,有用,yǒuyòng,形,103
949,3,3,,初等,又,yòu,副,103
950,3,3,,初等,羽毛球,yǔmáoqiú,名,103
951,3,3,,初等,语言,yǔyán,名,103
952,3,3,,初等,雨衣,yǔyī,名,103
953,3,3,,初等,遇到,yùdào,动,103
954,3,3,,初等,遇见,yùjiàn,动,103
955,3,3,,初等,园,yuán,名,103
956,3,3,,初等,员,yuán,后缀,103
957,3,3,,初等,愿意,yuànyì,动,103
958,3,3,,初等,越,yuè,副,103
959,3,3,,初等,月亮,yuèliang,名,103
960,3,3,,初等,运动会,yùndònghuì,名,103
961,3,3,,初等,运动员,yùndòngyuán,名,104
962,3,3,,初等,咱们,zánmen,代,104
963,3,3,,初等,脏,zāng,形,104
964,3,3,,初等,怎么办,zěnme bàn,,104
965,3,3,,初等,怎样,zěnyàng,代,104
966,3,3,,初等,站2,zhàn,动,104
967,3,3,,初等,张,zhāng,动、量,104
968,3,3,,初等,长,zhǎng,动、后缀,104
969,3,3,,初等,着急,zháojí,形,104
970,3,3,,初等,照,zhào,动,104
971,3,3,,初等,照顾,zhàogù,动,104
972,3,3,,初等,照片,zhàopiàn,名,104
973,3,3,,初等,照相,zhàoxiàng,动,104
974,3,3,,初等,直到,zhídào,动,104
975,3,3,,初等,只,zhǐ,副,104
976,3,3,,初等,纸,zhǐ,名,104
977,3,3,,初等,只能,zhǐ néng,,104
978,3,3,,初等,只是,zhǐshì,副、连,104
979,3,3,,初等,只要,zhǐyào,连,104
980,3,3,,初等,只有,zhǐyǒu,连,104
981,3,3,,初等,中,zhōng,名,104
982,3,3,,初等,中间,zhōngjiān,名,104
983,3,3,,初等,终于,zhōngyú,副,104
984,3,3,,初等,种,zhǒng,量,104
985,3,3,,初等,重要,zhòngyào,形,104
986,3,3,,初等,周末,zhōumò,名,104
987,3,3,,初等,主要,zhǔyào,形,104
988,3,3,,初等,注意,zhùyì,动,104
989,3,3,,初等,住院,zhùyuàn,动,104
990,3,3,,初等,字典,zìdiǎn,名,104
991,3,3,,初等,自行车,zìxíngchē,名,104
992,3,3,,初等,子,zi,后缀,104
993,3（5）,3,5,初等,总,zǒng,副、（动、形）,104
994,3,3,,初等,总是,zǒngshì,副,104
995,3,3,,初等,嘴,zuǐ,名,104
996,3,3,,初等,最好,zuìhǎo,副,104
997,3,3,,初等,最后,zuìhòu,名,104
998,3,3,,初等,最近,zuìjìn,名,104
999,3,3,,初等,做客,zuòkè,动,104
1000,3,3,,初等,作业,zuòyè,名,104
1001,4,4,,中等,啊,ā,叹,105
1002,4,4,,中等,爱情,àiqíng,名,105
1003,4,4,,中等,爱心,àixīn,名,105
1004,4,4,,中等,安检,ānjiǎn,动,105
1005,4,4,,中等,安排,ānpái,动,105
1006,4,4,,中等,按,àn,动、介,105
1007,4,4,,中等,按时,ànshí,副,105
1008,4,4,,中等,按照,ànzhào,介,105
1009,4,4,,中等,白酒,báijiǔ,名,105
1010,4,4,,中等,办公,bàngōng,动,105
1011,4,4,,中等,办理,bànlǐ,动,105
1012,4,4,,中等,办事,bànshì,动,105
1013,4（5）,4,5,中等,棒,bàng,形、（名）,105
1014,4,4,,中等,保护,bǎohù,动,105
1015,4,4,,中等,保证,bǎozhèng,动、名,105
1016,4,4,,中等,抱,bào,动,105
1017,4,4,,中等,报考,bàokǎo,动,105
1018,4,4,,中等,报名,bàomíng,动,105
1019,4,4,,中等,抱歉,bàoqiàn,形,105
1020,4,4,,中等,背,bēi,动,105
1021,4,4,,中等,背包,bēibāo,名,105
1022,4,4,,中等,北部,běibù,名,105
1023,4,4,,中等,倍,bèi,量,105
1024,4,4,,中等,本科,běnkē,名,105
1025,4,4,,中等,本来,běnlái,形、副,105
1026,4,4,,中等,笨,bèn,形,105
1027,4,4,,中等,鼻子,bízi,名,105
1028,4,4,,中等,笔试,bǐshì,动,105
1029,4,4,,中等,毕业,bìyè,动,105
1030,4,4,,中等,毕业生,bìyèshēng,名,105
1031,4,4,,中等,便于,biànyú,动,105
1032,4,4,,中等,标准,biāozhǔn,名、形,105
1033,4（7-9）,4,7-9,中等,表,biǎo,名、（动）,105
1034,4,4,,中等,表格,biǎogé,名,105
1035,4,4,,中等,表示,biǎoshì,动,105
1036,4,4,,中等,表现,biǎoxiàn,动,105
1037,4,4,,中等,表扬,biǎoyáng,动,105
1038,4,4,,中等,饼干,bǐnggān,名,105
1039,4,4,,中等,并,bìng,动、副、连,105
1040,4,4,,中等,并且,bìngqiě,连,105
1041,4,4,,中等,播放,bōfàng,动,106
1042,4,4,,中等,博士,bóshì,名,106
1043,4,4,,中等,不必,búbì,副,106
1044,4,4,,中等,不便,búbiàn,形、动,106
1045,4,4,,中等,不断,búduàn,动、副,106
1046,4,4,,中等,不够,búgòu,动、副,106
1047,4（5）,4,5,中等,不过,búguò,连、（副）,106
1048,4,4,,中等,不论,búlùn,连,106
1049,4,4,,中等,步,bù,名,106
1050,4,4,,中等,部,bù,名、量,106
1051,4,4,,中等,不得不,bùdébù,副,106
1052,4,4,,中等,部分,bùfen,名,106
1053,4,4,,中等,不管,bùguǎn,连,106
1054,4,4,,中等,不光,bùguāng,副、连,106
1055,4,4,,中等,不仅,bùjǐn,连,106
1056,4,4,,中等,不满,bùmǎn,形,106
1057,4,4,,中等,部门,bùmén,名,106
1058,4,4,,中等,不如,bùrú,动,106
1059,4,4,,中等,擦,cā,动,106
1060,4,4,,中等,猜,cāi,动,106
1061,4,4,,中等,材料,cáiliào,名,106
1062,4,4,,中等,参观,cānguān,动,106
1063,4,4,,中等,参赛,cānsài,动,106
1064,4,4,,中等,餐厅,cāntīng,名,106
1065,4,4,,中等,操场,cāochǎng,名,106
1066,4,4,,中等,厕所,cèsuǒ,名,106
1067,4,4,,中等,查看,chákàn,动,106
1068,4,4,,中等,茶叶,cháyè,名,106
1069,4,4,,中等,查找,cházhǎo,动,106
1070,4,4,,中等,差点儿,chàdiǎnr,形、副,106
1071,4,4,,中等,产生,chǎnshēng,动,106
1072,4,4,,中等,厂,chǎng,名,106
1073,4,4,,中等,场,chǎng,量,106
1074,4,4,,中等,超过,chāoguò,动,106
1075,4,4,,中等,车速,chēsù,名,106
1076,4,4,,中等,车位,chēwèi,名,106
1077,4,4,,中等,城,chéng,名,106
1078,4,4,,中等,乘1,chéng,动,106
1079,4,4,,中等,成功,chénggōng,动、形,106
1080,4,4,,中等,乘客,chéngkè,名,106
1081,4,4,,中等,诚实,chéngshí,形,107
1082,4,4,,中等,成为,chéngwéi,动,107
1083,4,4,,中等,乘坐,chéngzuò,动,107
1084,4,4,,中等,吃惊,chījīng,动,107
1085,4,4,,中等,迟,chí,形,107
1086,4（5）,4,5,中等,重,chóng,副、（动）,107
1087,4,4,,中等,重新,chóngxīn,副,107
1088,4,4,,中等,出差,chūchāi,动,107
1089,4（5）,4,5,中等,出口,chūkǒu,名、（动）,107
1090,4,4,,中等,出现,chūxiàn,动,107
1091,4,4,,中等,出行,chūxíng,动,107
1092,4,4,,中等,出租,chūzū,动,107
1093,4,4,,中等,厨房,chúfáng,名,107
1094,4,4,,中等,厨师,chúshī,名,107
1095,4,4,,中等,窗,chuāng,名,107
1096,4,4,,中等,窗户,chuānghu,名,107
1097,4,4,,中等,吹,chuī,动,107
1098,4,4,,中等,词语,cíyǔ,名,107
1099,4,4,,中等,此,cǐ,代,107
1100,4,4,,中等,此次,cǐ cì,,107
1101,4,4,,中等,此外,cǐwài,连,107
1102,4,4,,中等,从此,cóngcǐ,副,107
1103,4,4,,中等,从来,cónglái,副,107
1104,4,4,,中等,从中,cóngzhōng,副,107
1105,4,4,,中等,粗,cū,形,107
1106,4,4,,中等,粗心,cūxīn,形,107
1107,4,4,,中等,村,cūn,名,107
1108,4,4,,中等,存,cún,动,107
1109,4,4,,中等,错过,cuòguò,动,107
1110,4,4,,中等,错误,cuòwù,形、名,107
1111,4,4,,中等,答应,dāying,动,107
1112,4,4,,中等,答,dá,动,107
1113,4,4,,中等,答案,dá’àn,名,107
1114,4,4,,中等,达到,dádào,动,107
1115,4,4,,中等,打招呼,dǎ zhāohu,,107
1116,4,4,,中等,打败,dǎbài,动,107
1117,4,4,,中等,打工,dǎgōng,动,107
1118,4,4,,中等,打扰,dǎrǎo,动,107
1119,4,4,,中等,打印,dǎyìn,动,107
1120,4,4,,中等,打印机,dǎyìnjī,名,107
1121,4,4,,中等,打折,dǎzhé,动,108
1122,4,4,,中等,打针,dǎzhēn,动,108
1123,4,4,,中等,大巴,dàbā,名,108
1124,4,4,,中等,大大,dàdà,副,108
1125,4,4,,中等,大夫,dàifu,名,108
1126,4,4,,中等,大量,dàliàng,形,108
1127,4,4,,中等,大赛,dàsài,名,108
1128,4,4,,中等,大厅,dàtīng,名,108
1129,4,4,,中等,大约,dàyuē,副,108
1130,4,4,,中等,大自然,dàzìrán,名,108
1131,4,4,,中等,待,dāi,动,108
1132,4,4,,中等,戴,dài,动,108
1133,4,4,,中等,袋子,dàizi,名,108
1134,4,4,,中等,单位,dānwèi,名,108
1135,4,4,,中等,当,dāng,动、介,108
1136,4,4,,中等,当时,dāngshí,名,108
1137,4,4,,中等,刀,dāo,名,108
1138,4,4,,中等,导游,dǎoyóu,动、名,108
1139,4（6）,4,6,中等,倒,dào,动、（副）,108
1140,4,4,,中等,道,dào,名、量,108
1141,4,4,,中等,到底,dàodǐ,副,108
1142,4,4,,中等,到来,dàolái,动,108
1143,4,4,,中等,道路,dàolù,名,108
1144,4,4,,中等,道歉,dàoqiàn,动,108
1145,4,4,,中等,得意,déyì,形,108
1146,4,4,,中等,登机,dēngjī,动,108
1147,4（5）,4,5,中等,等2,děng,助、（名、量）,108
